131669788158680173,0.00224167,0.0760095,-0.0834932,-0.000430628,-0.0479434,-0.99885,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788159554717,0.00251251,0.0759959,-0.083469,0.000723004,-0.0479343,-0.99885,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788160060224,0.0027143,0.0760101,-0.0835346,0.00152719,-0.0478787,-0.998852,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788160527626,0.00290146,0.0759619,-0.0836684,0.00209467,-0.0483626,-0.998828,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788160698453,0.00296012,0.0759436,-0.0837249,0.00231895,-0.04868,-0.998812,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788160839198,0.00300754,0.0759245,-0.0837886,0.00247961,-0.0486629,-0.998812,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788160979470,0.00304955,0.0759059,-0.0838465,0.0026105,-0.0487569,-0.998807,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161122353,0.00308799,0.0758709,-0.0839081,0.00255671,-0.0489142,-0.9988,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161267864,0.00310945,0.0758552,-0.083961,0.00259623,-0.0491607,-0.998788,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161415718,0.00311777,0.0757903,-0.0840187,0.00258167,-0.0494698,-0.998772,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161565818,0.00312268,0.0757421,-0.0840598,0.00247364,-0.0501925,-0.998737,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161717640,0.00312732,0.0756748,-0.0841143,0.00227919,-0.0505423,-0.998719,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788161871177,0.00312131,0.0756466,-0.0841641,0.00218265,-0.0508094,-0.998706,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162026139,0.00311429,0.0756249,-0.0842052,0.00208083,-0.0510233,-0.998695,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162182433,0.00310107,0.0756062,-0.0842318,0.00201356,-0.0509743,-0.998698,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162339868,0.00307922,0.0756042,-0.0842553,0.00223572,-0.0511106,-0.998691,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162498268,0.00307829,0.0756075,-0.0842548,0.00211941,-0.0511781,-0.998687,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162657712,0.00307136,0.0756163,-0.084263,0.00195298,-0.0511566,-0.998689,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162817865,0.00304036,0.0756077,-0.0842642,0.00180758,-0.0508923,-0.998703,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788162978903,0.00302646,0.0756253,-0.0842728,0.00162777,-0.0506605,-0.998715,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163140090,0.00299899,0.0756479,-0.0842717,0.00152768,-0.0503812,-0.998729,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163302143,0.00297591,0.0756741,-0.0842774,0.00140235,-0.0502092,-0.998738,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163464777,0.00294543,0.0756821,-0.0842677,0.00132459,-0.0502311,-0.998737,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163627924,0.00292174,0.0756801,-0.084254,0.00114123,-0.05052,-0.998722,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163791355,0.00287047,0.0756868,-0.0842336,0.00100592,-0.050776,-0.99871,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788163955141,0.00283559,0.0756972,-0.0842111,0.000920474,-0.0505797,-0.99872,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164119243,0.00279232,0.0757118,-0.0841722,0.000874995,-0.0503194,-0.998733,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164283599,0.00277326,0.0757332,-0.0841242,0.000883966,-0.0501291,-0.998742,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164448153,0.00272297,0.0757511,-0.0840577,0.000959202,-0.0498541,-0.998756,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164613013,0.00269361,0.0757871,-0.083991,0.000882834,-0.0495115,-0.998773,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164777991,0.00264934,0.075829,-0.0839214,0.000717595,-0.0491049,-0.998793,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788164943234,0.00262499,0.0758738,-0.0838464,0.000482365,-0.0485982,-0.998818,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165108467,0.00258668,0.0759205,-0.0837791,0.000394404,-0.0480374,-0.998846,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165274026,0.00256603,0.0759826,-0.0836998,0.000394314,-0.0475319,-0.99887,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165439653,0.00257046,0.0760237,-0.083629,0.000368386,-0.0470034,-0.998895,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165605358,0.0025623,0.0760687,-0.083548,0.000357806,-0.0467287,-0.998908,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165771154,0.00256051,0.0760913,-0.0834911,0.000280499,-0.0463493,-0.998925,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788165937057,0.00255173,0.0761022,-0.0834368,0.000232786,-0.0463724,-0.998924,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166102882,0.00254391,0.0760754,-0.0834059,0.000262782,-0.046646,-0.998911,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166268755,0.0025335,0.0760371,-0.0833904,0.000411123,-0.0472405,-0.998883,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166434904,0.00252537,0.0759739,-0.0834027,0.000434577,-0.0477853,-0.998858,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166601082,0.00249912,0.0758982,-0.0834164,0.000345632,-0.0483473,-0.998831,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166767252,0.00246263,0.075822,-0.0834502,0.000211224,-0.0488138,-0.998808,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788166933450,0.00242908,0.0757749,-0.0834849,8.9094e-05,-0.0491943,-0.998789,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788167099688,0.00240546,0.0757219,-0.083546,-5.99473e-05,-0.0493517,-0.998782,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788167265926,0.00237495,0.0756898,-0.083585,-8.8483e-05,-0.0495943,-0.998769,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788167432331,0.00237145,0.0756557,-0.0836345,-0.000174448,-0.0496581,-0.998766,0.00220525,-0.0194276,-1.99914,0,0,-2,0,0,-2,0,0,-2,0,0,-2
131669788167598737,0.00235347,0.075654,-0.0836825,-0.000320881,-0.0497091,-0.998764,0.00203689,-0.0195816,-1.99913,0,0,-2,0,0,-2,0,0,-2,0,0,-2
